,,,,,,
,,,,S/2700,,
,,,,,,
,,,,hp 450  5122  16    i 7 12 thgeb,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,S/2550,,
,,,,,,
,,,,cabono x1  10 thgen ,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,S/2990 CON 512 gb ssd  NO CON un TERA,,
,,,,Carbono X1  11 th gen,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,S/4490,,
,,,,Lenovo thinkpad  p17,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,S/100,,
,,,,swtch ,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,"S/350 soles

+gratis adicional 3 UPS en grado B mas.",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,S/700,,
,,,,cañon,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CPU  WORKSTATION - PARA JUEGO E INGENIERIA PROFESIONAL,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,Numero 11 del catalogo,,,
,,,S/1999, SOLO 3 unidad,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,Numero 12 del catalogo,,,
,,,,,,
,,,S/ 2999, SOLO 3 unidad,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,Numero 13 del catalogo,,,
,,,3799, SOLO 3 unidad,,
,,,mas S/ 190 soles 32 gb de ram,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,Numero 14 del catalogo,,,
,,,,,,
,,,S/ 3799, SOLO 3 unidad,,
,,,mas S/ 190 soles 32 gb de ram,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,Numero 15 del catalogo,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,3490, SOLO 3 unidad,,
